92,"Opening Doors, Inc","To empower human trafficking survivors, refugees, immigrants, and underserved Sacramento area residents to achieve self-sufficiency by accessing opportunities to mainstream economic and social systems. ",2118 K Street,,Sacramento,CA,95816,NULL,"2118 K Street,",, Sacramento,CA,95816,NULL,Tanya Shannon,tanya@openingdoor,916-492-2591,NULL,www.openingdoorsinc.org,http://www.facebook.com/groups/93359849839/,,,,2003,TBD,,NULL,No local task force exists,NULL,Yes,Yes,Yes,1,,1,,0,4,2,12/21/11 11:45,12/21/11 11:57,NULL,NULL,NULL,NULL,NULL,NULL,Information pending.pdf,Information pending.pdf,Information pending.pdf,NULL,NULL,application/pdf,application/pdf,application/pdf,NULL,NULL,11871,11871,11871,0,NULL,,,"Yes, with a R&R Coalition",Information pending.pdf,application/pdf,11871,Yes,Information pending.pdf,11871,application/pdf,,NULL,,Sacramento,0
97,Community Against Sexual Harm (CASH),To inspire hope and provide assistance through peer support and harm reduction to women who have been sexually exploited.,,,,,,NULL,P.O. Box 160022,,Sacramento,CA,95763,NULL,Sue Huffstutler,shuffstuter@cashsac.org,916-856-2900,NULL,cashsac.org,http://www.facebook.com/pages/Community-Against-Sexual-Harm-CASH/104740909598732,,,,2005,xx-xxxxxx,Community Pride Project,NULL,No,NULL,Yes,Yes,No,1,501(c)(3),1,,0,4,6,12/21/11 12:25,1/2/12 9:05,8.5x11 Poster1.pdf,application/pdf,165765,12/27/11 9:53,NULL,NULL,Information pending.pdf,Information pending.pdf,NULL,NULL,NULL,application/pdf,application/pdf,NULL,NULL,NULL,11871,11871,NULL,0,NULL,,Community Pride Project,"Yes, with a local coalition",Information pending.pdf,application/pdf,11871,No,NULL,NULL,NULL,,NULL,,,1
100,Love146,Abolition and Restoration! We combat child sex slavery & exploitation with the unexpected and restore survivors with excellence.,"132 Temple Street, 2nd Floor",,New Haven,CT,6510,NULL,PO Box 8266 ,,New Haven,CT,6530,NULL,Stephanie Goins,"stephanie@love146.org	",203-772-4420,NULL,http://love146.org,http://www.causes.com/causes/1533-official-love146?recruiter_id=12625544,http://twitter.com/#!/OfficialLove146,http://www.youtube.com/justice4Children,http://love146.org/blog,2002,xxx-xxxxxxx,,NULL,No,NULL,Yes,Yes,No,1,501(c)(3),1,,0,4,10,12/21/11 13:07,3/30/12 6:02,Love146.png,image/png,39363,3/30/12 6:02,NULL,NULL,Love146_Reporting&InteviewingChildren.pdf,Love146_Reporting&InteviewingChildren.pdf,NULL,NULL,NULL,application/pdf,application/pdf,NULL,NULL,NULL,175747,175747,NULL,0,NULL,,,"Yes, with a local coalition",Information pending.pdf,application/pdf,11871,Yes,Information pending.pdf,11871,application/pdf,,NULL,,,0
102,"WEAVE, Inc","...to provide crisis intervention services to women, men and children who have experienced domestic violence or sexual assault. We provide outreach and service for victims of human trafficking as it intersects with domestic violence and sexual assault. ",,,,,,NULL,1900 K Street,,Sacramento,CA,95811,NULL,Support and Information Line,"info@weaveinc.org	",888-920-2952,NULL,http://www.weaveinc.org/,https://www.facebook.com/WEAVEInc,http://twitter.com/#!/WEAVEinc,,,1978,xxx-xxxxxx,,NULL,No,NULL,Yes,Yes,No,1,,1,,0,4,4,12/21/11 13:33,12/21/11 13:39,NULL,NULL,NULL,NULL,NULL,NULL,Information pending.pdf,Information pending.pdf,Information pending.pdf,NULL,NULL,application/pdf,application/pdf,application/pdf,NULL,NULL,11871,11871,11871,0,NULL,,,"Yes, with a local coalition",Information pending.pdf,application/pdf,11871,Yes,Information pending.pdf,11871,application/pdf,,NULL,,Sacramento,0
112,Arts Aftercare,"A bridge that brings the beauty and healing power of the arts to children and adults recovering from modern slavery, to learn their stories and to share them with the world as artist-advocates. ",,,,,,NULL,2105 N 90th ST,,Seattle,WA,98103,NULL,Curtis Romjue,curtis@artsaftercare.org,000-000-0000,NULL,http://www.artsaftercare.org,facebook.com/artsaftercare,twitter.com/artsaftercare,,,2004,37-1559826,LIVE JUBILEE,NULL,No,NULL,No,No,No,1,501c3,1,,0,54,3,1/11/12 6:46,8/8/12 6:40,AA.jpg,image/jpeg,17320,1/11/12 6:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,LIVE JUBILEE,No,NULL,NULL,NULL,No,NULL,NULL,NULL,,0,,Seattle,0
113,JUBILEE,A nonprofit abolitionist rock band.,,,,,,NULL,2105 N 90th ST,,Seattle,WA,98103,NULL,Curtis Romjue,curtis@livejubilee.org,000-000-0000,NULL,www.livejubilee.org,facebook.com/livejubilee,twitter.com/livejubilee,,,2004,37-1559826,LIVE JUBILEE,NULL,No,NULL,No,No,No,5,501c3,1,,0,54,1,1/11/12 6:59,1/13/12 22:46,***FONT - JUBILEE excellent copy.jpg,image/jpeg,15843,1/11/12 6:59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,JUBILEE,LIVE JUBILEE,No,NULL,NULL,NULL,No,NULL,NULL,NULL,,NULL,,Seattle,0
115,JUBILEE,A nonprofit abolitionist rock band.,,,,,,NULL,2105 N 90th ST,,Seattle,WA,98103,NULL,Curtis Romjue,curtis@livejubilee.org,000-000-0000,NULL,www.livejubilee.org,facebook.com/livejubilee,twitter.com/livejubilee,,,2004,37-1559826,LIVE JUBILEE,NULL,No,NULL,No,No,No,5,501c3,1,,1,54,1,1/11/12 6:59,1/13/12 22:46,***FONT - JUBILEE excellent copy.jpg,image/jpeg,15843,1/11/12 6:59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,113,JUBILEE,LIVE JUBILEE,No,NULL,NULL,NULL,No,NULL,NULL,NULL,,NULL,,Seattle,0
117,Access Freedom,"We are a prevention based, 501(c)(3), nonprofit organization, dedicated to outreach, advocating awareness and providing education on domestic minor sex trafficking.",,,,,,NULL,P.O. Box 1052,,Ferndale,WA,98248,NULL,Anya Kalish Milton,anya@accessfreedom.org,360-441-3797,NULL,www.accessfreedom.org,www.facebook.com/accessfreedom.org,http://twitter.com/Access_Freedom,,,2011,45-1144247,,NULL,No local task force exists,NULL,No,No,No,1,501(c)(3),1,,0,55,3,1/19/12 6:16,3/15/12 1:42,AF-LOGO.jpg,image/jpeg,19152,1/19/12 6:16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,,No coalition exists,NULL,NULL,NULL,Yes,DeterminationLetter.pdf,544720,application/pdf,,NULL,,"Bellingham, WA",0
119,Rare Coins Ministries ,To provide assistance and safety net to victims of prostitution and human trafficking.,,,,,,NULL,Pending,,Seattle,WA,xxxxx,NULL,Sheila Houston,sheilah.rcm@gmail.com,425-351-8119,NULL,,,,,,2011,xxx-xxxxxxx,,NULL,"Yes, with a taskforce",NULL,No,No,No,5,xxxxx,3,,0,56,2,1/19/12 17:18,3/25/12 22:02,NULL,NULL,NULL,NULL,NULL,PENDING.pdf,NULL,NULL,NULL,NULL,application/pdf,NULL,NULL,NULL,NULL,9945,NULL,NULL,NULL,0,NULL,,,"Yes, with a local coalition",PENDING.pdf,application/pdf,9945,No,NULL,NULL,NULL,,NULL,,"Seattle, Washington",0
120,Community Youth Services,"CYS empowers youth at-risk and their families to meet their goals for safety, stability, belonging and success by providing a continuum of individualized services and advocacy.  ","711 State Ave. NE, 3rd floor",,Olympia,WA,98506,NULL,"711 State Ave. NE, 3rd floor",,Olympia,WA,98506,NULL,Wendy Tanner,wtanner@communityyouthservices.org,360-918-7879,NULL,www.communityyouthservices.org,http://www.facebook.com/profile.php?id=1388767934#!/pages/Community-Youth-Services/159644153796,,,,1970,91-0859922,,NULL,No,NULL,Yes,Yes,Yes,1,501(c)3,1,,0,57,3,1/19/12 20:36,3/22/12 16:28,Copy of cys_logo_color_small.jpg,image/jpeg,16684,1/19/12 20:36,NULL,NULL,PENDING.pdf,Admin Policy 128 - Media.pdf,PENDING.pdf,NULL,NULL,application/pdf,application/pdf,application/pdf,NULL,NULL,9945,395456,9945,0,NULL,Community Youth Services,,No,NULL,NULL,NULL,Yes,Admin.501 (c) 3 IRS letter.5.19.04.pdf,133657,application/pdf,,NULL,,"Olympia, WA",0
126,Thurston County Prosecuting Attorney's Office,Our office will perform constitutional and statutory duties serving as a highly skilled and innovative legal team advocating for public safety and providing effective legal services to Thurston County government.,,,,,,NULL,2000 Lakeridge Dr SW Bldg #2,,Olympia,WA,98502,NULL,Christen Peters,petersc@co.thurston.wa.us,360-754-5540,NULL,http://www.co.thurston.wa.us/pao/,,,,,Pending,,,NULL,No,NULL,No,No,No,4,,1,,0,59,3,1/23/12 17:25,3/21/12 4:05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,,No,NULL,NULL,NULL,No,NULL,NULL,NULL,,NULL,,,0
127,Transitions,Transitions empowers survivors of sex trafficking with the opportunity to heal from the past and obtain the most basic of human rights - freedom and hope.,,,,,,NULL,P.O. Box 30157,,Cincinnati,OH,45230,NULL,James Pond,info@transitionsglobal.org,513-898-9372,NULL,www.transitionsglobal.org,www.facebook.com/TransitionsGlobal,Transitions_G,,,2007,83-0491008,,NULL,No,NULL,Yes,Yes,No,1,501(c)(3),1,,0,63,3,1/27/12 4:23,6/22/12 9:13,Transitions_FacebookIcon2.jpg,image/jpeg,73869,1/27/12 4:23,NULL,NULL,Transitions Confidentiality Agreement Final-1.pdf,Transitions_TempCPP.pdf,NULL,NULL,NULL,application/pdf,application/pdf,NULL,NULL,NULL,422223,451492,NULL,0,NULL,,,No,NULL,NULL,NULL,Yes,501c3 Letter-1.pdf,671586,application/pdf,www.vimeo.com/Transitions,NULL,,Cincinnati,0
130,"Sacramento Employment & Training Agency (SETA), Rescue & Restore Victims of Human Trafficking Regional Program","The mission of the Rescue & Restore Coalition is to abolish human trafficking and ensure the liberation, dignity and well-being of trafficked persons.",,,,,,NULL,"925 Del Paso Blvd, Suite 100",,Sacramento,CA,95815,NULL,Mary Jennings,stopslavery@delpaso.seta.net,xxx,NULL,http://sacramentorescueandrestore.net/,http://www.facebook.com/SacramentoRescueandRestore,http://twitter.com/StopSlavery,http://www.youtube.com/user/sacrescuerestore,,2009,xxx-xxxxxxx,,NULL,"Yes, with a taskforce",NULL,No,No,No,4,xxxx,1,,0,28,8,1/30/12 22:10,2/15/12 9:11,Coalition Logo.jpg,image/pjpeg,14641,1/30/12 22:10,NULL,PENDING.pdf,NULL,NULL,NULL,NULL,application/pdf,NULL,NULL,NULL,NULL,9945,NULL,NULL,NULL,0,NULL,,http://www.acf.hhs.gov/trafficking/,"Yes, with a R&R Coalition",PENDING.pdf,application/pdf,9945,No,NULL,NULL,NULL,,NULL,Workforce Development,Sacramento,1
131,Intercommunity Peace and Justice Center,"The Intercommunity Peace & Justice Center acts for justice in the church and in the world. IPJC is sponsored by sixteen religious communities and collaborates with Catholic, ecumenical, interfaith and other organizations in carrying out this mission.  ",,,,,,NULL,1216 NE 65th Street,,Seattle,WA,98115,NULL,xx,ipjc@ipjc.org,2062231138,NULL,http://www.ipjc.org,http://www.facebook.com/pages/Intercommunity-Peace-Justice-Center/47275312110?ref=ts,,http://www.youtube.com/user/TheIPJC,,1991,xxx-xxxxxxx,,NULL,No,NULL,No,No,No,1,501(c)(3),2,,0,65,3,1/31/12 0:43,3/25/12 4:28,LogoInColor.jpg,image/jpeg,12140,1/31/12 0:43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,,No,NULL,NULL,NULL,Yes,IRSFreedomRegistry.pdf,70199,application/pdf,,NULL,,,0
138,The WellHouse,"To provide a safe residential environment to sexually exploited women, offering spiritual, mental, emotional, and physical support services. ",,,,,,NULL,PO Box 320796,,Birmingham,AL,35232,NULL,Tajuan Lewis,info@the-wellhouse.org,800-991-0948,NULL,www.the-wellhouse.org,www.facebook.com/thewellhousesaves,the_wellhouse,www.youtube.com/thewellhousesaves,,2010,27-2973046,,NULL,No local task force exists,NULL,Yes,No,Yes,5,501(c)(3),3,,0,73,3,2/3/12 15:27,10/31/12 5:34,Original Logo.jpg,image/jpeg,14777,2/3/12 15:27,NULL,NULL,WellHouse Liability-Confidentiality Waiver.pdf,NULL,PENDING.pdf,NULL,NULL,application/pdf,NULL,application/pdf,NULL,NULL,58413,NULL,9945,0,NULL,The WellHouse,,No coalition exists,NULL,NULL,NULL,Yes,Letter of Determination-WellHouse.pdf,834110,application/pdf,,0,,,0
139,Ark of Hope for Children,"Ark of Hope for Children is a nonprofit, umbrella organization bringing awareness of, providing care and creating advocates for child abuse and child sex trafficking victims.",6501 NE 32 Place,,High Springs,FL,32643,NULL, 6501 NE 32 Place,,High Springs,FL,32643,NULL,Blair Corbett,hope@arkforkids.org,386-454-1280,NULL,http://www.arkofhopeforchildren.org,http://www.facebook.com/arkofhope,http://www.twitter.com/abusedkids,http://www.youtube.com/ark4kids,http://www.arkofhopeforchildren.org/blog-of-hope,1999,59-3585457,,NULL,No local task force exists,NULL,No,No,No,1,501(c)(3),3,,0,75,3,2/3/12 16:58,3/18/12 23:05,ArkLogo-150.jpg,image/jpeg,7388,2/3/12 16:58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,,No coalition exists,NULL,NULL,NULL,Yes,Ark 501c3 Determination.pdf,42538,application/pdf,,NULL,,Gainesville,0
140,Freedom Stones International,The Mission of Freedom Stones is to decrease the instances of human trafficking in communities most vulnerable to this international crime. ,418 Summit Street,,Wadsworth,OH,44281,NULL,P.O. Box 5507,,Frisco,TX,75033,NULL,Kara Ulmer,kara@freedomstones.ws,214-471-7478,NULL,http://freedomstones.ws/,http://www.facebook.com/pages/Freedom-Stones/289881030864,,,https://freedomstones.ws/blog/,2009,27-1107369,,NULL,No,NULL,No,No,No,1,,3,,0,76,3,2/3/12 16:58,3/25/12 2:08,FS_LOGO_tp.jpg,image/jpeg,44720,2/3/12 16:58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,,No,NULL,NULL,NULL,No,NULL,NULL,NULL,,NULL,,"Cleveland, Ohio",0
147,Wind Youth Services,Our mission is to engage youth experiencing homelessness who need safety from the streets and access to resources to help them move from crisis to healthy functioning and independence.,,,,,,NULL,701 Dixieanne Avenue,,Sacramento,CA,95815,NULL,Chris Stambaugh,chriss@windyouth.org,(916) 628-0393,NULL,www.windyouth.org,http://www.facebook.com/pages/Wind-Youth-Services/119504341456232?ref=tn_tnmn,,www.youtube.com/windyouthservices1,,1994,55-0844444,Diogenes Youth Services,NULL,"Yes, with a taskforce",NULL,Yes,Yes,Yes,1,P85,1,,0,22,5,2/7/12 23:20,4/1/12 1:07,Wind Logo.jpg,image/jpeg,44971,2/7/12 23:19,NULL,PENDING.pdf,PENDING.pdf,PENDING.pdf,PENDING.pdf,NULL,application/pdf,application/pdf,application/pdf,application/pdf,NULL,9945,9945,9945,9945,0,NULL,,,"Yes, with a R&R Coalition",PENDING.pdf,application/pdf,9945,No,NULL,NULL,NULL,,NULL,,Sacramento,0
162,New York City Urban Project,"To call students and volunteers to put their faith into concrete, sustainable action.",,,,,,NULL,17 West 27th Street ,Third Floor,New York,NY,10010,NULL,New York City Urban Project,nycurbanproject@gmail.com,434-774-7938,NULL,www.nycurbanproject.com,http://www.facebook.com/pages/NYCUP/248846746722,foreverfocused,,www.nycurbanproject.com,xxxx, 36-2171714,InterVarsity Christian Fellowship,NULL,No local task force exists,NULL,No,No,No,5,,3,,0,82,2,2/9/12 4:49,2/15/12 11:35,NYCUP Logo.jpg,image/jpeg,29962,2/9/12 4:49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,,No coalition exists,NULL,NULL,NULL,Yes,PENDING.pdf,9945,application/pdf,http://vimeo.com/nycup,NULL,,New York City,0
163,Compassion First,"Providing long-term, hope-filled solutions for survivors of child sexual trafficking.",1500 NW 167th Place,,Beaverton,OR,97006,NULL,16055 SW Walker Road,PMB 239,Beaverton,OR,97006-4592,NULL,Mike Mercer,mcm@compassionfirst.org,503-207-1320,NULL,http://www.compassionfirst.org,,,,,2006,20-5787774,,NULL,No,NULL,No,No,No,1,501(c)(3),3,,0,83,1,2/11/12 17:00,3/22/12 16:29,CF Avatar.jpg,image/jpeg,14272,2/11/12 17:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,,No,NULL,NULL,NULL,Yes,CF_501c3_IRS_letter.pdf,803944,application/pdf,,NULL,,"Beaverton, Oregon",0
